Ad_Reference_ID,ad_category,ad_device,ad_location,ad_type,cost_per_click,ad_video_length,total_clicks,total_impressions,ctr,avg_watch_duration,total_ad_spend,total_revenue,roas,total_conversions,conversion_rate,overall_conversion_rate,avg_user_age,unique_users,avg_watch_ratio,avg_ded_score,category_age_affinity,platforms_used,devices_used,platform_avg_roas,platform_total_spend,platform_total_revenue,active_time_slots,best_day,avg_hour,ingestion_date,ingestion_timestamp,engagement_efficiency,profit_margin,cost_per_conversion,high_performance,cost_efficiency_score,engagement_score,audience_alignment_score,ad_age_days,ad_lifecycle_stage,location_type,season,processing_date,export_timestamp,export_version,environment
AD_0129,Electronics,Tablet,Tamil Nadu,Image,1.3,0.0,35,1037,0.0344,0.0,45.5,0.0,0.0,0,0.0202,0.0202,32.0,1037,0.0,0.16,0.0389,facebook,Tablet,0.0,45.5,0.0,Evening,2,7.0,2026-05-10,2026-05-10,0.13,-1.0,0.0,0,0.0,0.172,0.0389,97,Mature,Rural,Spring,2026-05-10,2026-08-03T15:45:00,v2.0,Demo
AD_0130,Health,Tablet,Uttar Pradesh,Video,1.11,27.9,12,1233,0.01,16.2,13.32,0.0,0.0,0,0.0242,0.0242,27.0,1233,0.58,0.05,0.0597,other,Tablet,0.0,13.32,0.0,Night,4,13.3,2026-05-11,2026-05-11,0.31,-1.0,0.0,0,0.0,0.34,0.0597,46,Declining,Urban,Winter,2026-05-11,2026-08-03T15:45:00,v2.0,Demo
AD_0131,Gaming,All-Devices,Karnataka,Video,1.37,22.4,18,699,0.026,15.9,24.66,80.96,3.28,1,0.0159,0.0159,52.0,699,0.71,0.15,0.0145,facebook,All-Devices,3.12,24.66,80.96,Afternoon,1,18.7,2026-05-12,2026-05-12,0.35,0.6954,24.66,1,0.0406,0.485,0.0145,14,Mature,Urban,Winter,2026-05-12,2026-08-03T15:45:00,v2.0,Demo
AD_0132,Travel,All-Devices,Karnataka,Image,0.33,0.0,23,1018,0.0226,0.0,7.59,0.0,0.0,0,0.0219,0.0219,27.0,1018,0.0,0.08,0.0139,other,All-Devices,0.0,7.59,0.0,Morning,7,15.0,2026-05-13,2026-05-13,0.34,-1.0,0.0,0,0.0,0.113,0.0139,8,Growing,Semi-Urban,Winter,2026-05-13,2026-08-03T15:45:00,v2.0,Demo
AD_0133,Health,Desktop,Maharashtra,Video,0.95,21.4,14,639,0.0226,17.5,13.3,35.57,2.67,1,0.0227,0.0227,41.0,639,0.82,0.08,0.0748,facebook,Desktop,2.88,13.3,35.57,Afternoon,2,21.0,2026-05-14,2026-05-14,0.55,0.6261,13.3,1,0.0752,0.523,0.0748,48,Growing,Rural,Spring,2026-05-14,2026-08-03T15:45:00,v2.0,Demo
AD_0134,Electronics,Tablet,Delhi,Carousel,0.96,0.0,29,1150,0.0259,0.0,27.84,78.18,2.81,1,0.0186,0.0186,59.0,1150,0.0,0.15,0.05,instagram,Tablet,2.64,27.84,78.18,Morning,7,11.0,2026-05-15,2026-05-15,0.14,0.6439,27.84,1,0.0359,0.13,0.05,14,Mature,Rural,Spring,2026-05-15,2026-08-03T15:45:00,v2.0,Demo
AD_0135,Gaming,All-Devices,Delhi,Video,0.63,17.1,18,558,0.0329,9.9,11.34,0.0,0.0,0,0.0367,0.0367,24.0,558,0.58,0.2,0.0331,instagram,All-Devices,0.0,11.34,0.0,Afternoon,6,10.9,2026-05-16,2026-05-16,0.72,-1.0,0.0,0,0.0,0.454,0.0331,65,Declining,Rural,Summer,2026-05-16,2026-08-03T15:45:00,v2.0,Demo
AD_0136,Fashion,Desktop,Uttar Pradesh,Carousel,0.77,0.0,13,490,0.0285,0.0,10.01,0.0,0.0,0,0.0056,0.0056,58.0,490,0.0,0.17,0.0271,instagram,Desktop,0.0,10.01,0.0,Afternoon,2,9.2,2026-05-17,2026-05-17,0.19,-1.0,0.0,0,0.0,0.143,0.0271,80,New,Semi-Urban,Fall,2026-05-17,2026-08-03T15:45:00,v2.0,Demo
AD_0137,Travel,Tablet,Delhi,Carousel,0.2,0.0,8,1327,0.0067,0.0,1.6,0.0,0.0,0,0.0324,0.0324,26.0,1327,0.0,0.08,0.0703,instagram,Tablet,0.0,1.6,0.0,Afternoon,4,9.3,2026-05-18,2026-05-18,0.17,-1.0,0.0,0,0.0,0.034,0.0703,82,Growing,Rural,Fall,2026-05-18,2026-08-03T15:45:00,v2.0,Demo
AD_0138,Health,Mobile,Tamil Nadu,Carousel,1.16,0.0,29,970,0.0306,0.0,33.64,0.0,0.0,0,0.0094,0.0094,42.0,970,0.0,0.08,0.01,instagram,Mobile,0.0,33.64,0.0,Morning,3,11.0,2026-05-19,2026-05-19,0.13,-1.0,0.0,0,0.0,0.153,0.01,7,Declining,Semi-Urban,Fall,2026-05-19,2026-08-03T15:45:00,v2.0,Demo
AD_0139,Electronics,Desktop,Delhi,Text,0.89,0.0,9,819,0.0118,0.0,8.01,0.0,0.0,0,0.0329,0.0329,34.0,819,0.0,0.18,0.0825,other,Desktop,0.0,8.01,0.0,Afternoon,4,18.1,2026-05-20,2026-05-20,0.07,-1.0,0.0,0,0.0,0.059,0.0825,79,Declining,Urban,Winter,2026-05-20,2026-08-03T15:45:00,v2.0,Demo
AD_0140,Fashion,Tablet,Uttar Pradesh,Video,0.23,19.0,22,1393,0.0163,3.6,5.06,0.0,0.0,0,0.0266,0.0266,59.0,1393,0.19,0.12,0.0171,other,Tablet,0.0,5.06,0.0,Night,3,19.7,2026-05-21,2026-05-21,0.77,-1.0,0.0,0,0.0,0.176,0.0171,88,Growing,Urban,Fall,2026-05-21,2026-08-03T15:45:00,v2.0,Demo
AD_0141,Fashion,Tablet,Delhi,Image,1.07,0.0,5,312,0.0189,0.0,5.35,0.0,0.0,0,0.0345,0.0345,29.0,312,0.0,0.07,0.0272,other,Tablet,0.0,5.35,0.0,Night,2,20.7,2026-05-22,2026-05-22,0.09,-1.0,0.0,0,0.0,0.094,0.0272,49,Growing,Rural,Winter,2026-05-22,2026-08-03T15:45:00,v2.0,Demo
AD_0142,Food,Desktop,Tamil Nadu,Image,0.78,0.0,28,1447,0.0194,0.0,21.84,0.0,0.0,0,0.0084,0.0084,35.0,1447,0.0,0.18,0.0448,facebook,Desktop,0.0,21.84,0.0,Night,6,10.3,2026-05-23,2026-05-23,0.12,-1.0,0.0,0,0.0,0.097,0.0448,115,Declining,Urban,Summer,2026-05-23,2026-08-03T15:45:00,v2.0,Demo
AD_0143,Gaming,Mobile,Maharashtra,Video,0.2,13.0,12,686,0.0181,4.9,2.4,0.0,0.0,0,0.0246,0.0246,59.0,686,0.38,0.17,0.0536,facebook,Mobile,0.0,2.4,0.0,Morning,6,19.3,2026-05-24,2026-05-24,1.4,-1.0,0.0,0,0.0,0.28,0.0536,55,New,Urban,Winter,2026-05-24,2026-08-03T15:45:00,v2.0,Demo
AD_0144,Health,Desktop,Uttar Pradesh,Text,1.46,0.0,41,1240,0.0331,0.0,59.86,0.0,0.0,0,0.0225,0.0225,41.0,1240,0.0,0.2,0.0419,facebook,Desktop,0.0,59.86,0.0,Morning,1,11.6,2026-05-25,2026-05-25,0.11,-1.0,0.0,0,0.0,0.165,0.0419,13,Mature,Rural,Summer,2026-05-25,2026-08-03T15:45:00,v2.0,Demo
AD_0145,Electronics,Tablet,Maharashtra,Text,1.43,0.0,13,508,0.0262,0.0,18.59,53.34,2.87,1,0.0297,0.0297,39.0,508,0.0,0.19,0.0389,facebook,Tablet,2.87,18.59,53.34,Night,6,8.6,2026-05-26,2026-05-26,0.09,0.6515,18.59,1,0.0538,0.131,0.0389,73,Growing,Urban,Summer,2026-05-26,2026-08-03T15:45:00,v2.0,Demo
AD_0146,Food,All-Devices,Maharashtra,Carousel,0.84,0.0,25,1048,0.0239,0.0,21.0,0.0,0.0,0,0.0237,0.0237,29.0,1048,0.0,0.18,0.0968,instagram,All-Devices,0.0,21.0,0.0,Night,5,19.2,2026-05-27,2026-05-27,0.14,-1.0,0.0,0,0.0,0.12,0.0968,56,Mature,Rural,Fall,2026-05-27,2026-08-03T15:45:00,v2.0,Demo
AD_0147,Gaming,All-Devices,Maharashtra,Video,0.28,38.1,8,1353,0.0065,28.6,2.24,38.09,17.0,1,0.0239,0.0239,47.0,1353,0.75,0.06,0.0677,instagram,All-Devices,16.15,2.24,38.09,Night,2,15.9,2026-05-28,2026-05-28,1.46,0.9412,2.24,0,0.4464,0.408,0.0677,56,Declining,Rural,Fall,2026-05-28,2026-08-03T15:45:00,v2.0,Demo
AD_0148,Food,Desktop,Karnataka,Video,1.17,15.2,24,749,0.0321,12.3,28.08,0.0,0.0,0,0.02,0.02,19.0,749,0.81,0.07,0.0121,instagram,Desktop,0.0,28.08,0.0,Evening,1,9.3,2026-05-29,2026-05-29,0.48,-1.0,0.0,0,0.0,0.566,0.0121,15,Mature,Urban,Winter,2026-05-29,2026-08-03T15:45:00,v2.0,Demo
AD_0149,Travel,Tablet,Karnataka,Image,0.81,0.0,11,351,0.0323,0.0,8.91,0.0,0.0,0,0.0158,0.0158,20.0,351,0.0,0.14,0.0487,google,Tablet,0.0,8.91,0.0,Night,6,13.0,2026-05-30,2026-05-30,0.2,-1.0,0.0,0,0.0,0.162,0.0487,57,New,Urban,Spring,2026-05-30,2026-08-03T15:45:00,v2.0,Demo
AD_0150,Gaming,All-Devices,Maharashtra,Video,0.56,6.7,36,1291,0.0284,4.3,20.16,86.38,4.28,1,0.0219,0.0219,43.0,1291,0.64,0.13,0.0888,other,All-Devices,3.87,20.16,86.38,Afternoon,2,11.0,2026-05-31,2026-05-31,0.82,0.7666,20.16,1,0.0496,0.462,0.0888,58,Declining,Urban,Fall,2026-05-31,2026-08-03T15:45:00,v2.0,Demo
AD_0151,Gaming,Tablet,Uttar Pradesh,Text,0.81,0.0,6,1175,0.0052,0.0,4.86,55.86,11.49,1,0.0091,0.0091,32.0,1175,0.0,0.12,0.0371,facebook,Tablet,11.12,4.86,55.86,Evening,4,17.3,2026-06-01,2026-06-01,0.03,0.913,4.86,0,0.2058,0.026,0.0371,35,New,Urban,Fall,2026-06-01,2026-08-03T15:45:00,v2.0,Demo
AD_0152,Health,Desktop,Tamil Nadu,Video,0.86,18.2,4,603,0.0067,8.0,3.44,0.0,0.0,0,0.0387,0.0387,58.0,603,0.44,0.11,0.0185,facebook,Desktop,0.0,3.44,0.0,Evening,6,13.3,2026-06-02,2026-06-02,0.3,-1.0,0.0,0,0.0,0.254,0.0185,88,Declining,Urban,Spring,2026-06-02,2026-08-03T15:45:00,v2.0,Demo
AD_0153,Gaming,All-Devices,Tamil Nadu,Image,0.91,0.0,3,337,0.0118,0.0,2.73,0.0,0.0,0,0.03,0.03,56.0,337,0.0,0.11,0.0783,instagram,All-Devices,0.0,2.73,0.0,Morning,7,20.8,2026-06-03,2026-06-03,0.06,-1.0,0.0,0,0.0,0.059,0.0783,97,New,Semi-Urban,Spring,2026-06-03,2026-08-03T15:45:00,v2.0,Demo
AD_0154,Food,Tablet,Delhi,Carousel,0.75,0.0,11,1240,0.0089,0.0,8.25,89.65,10.87,1,0.0383,0.0383,48.0,1240,0.0,0.14,0.0645,facebook,Tablet,10.91,8.25,89.65,Afternoon,3,7.8,2026-06-04,2026-06-04,0.06,0.908,8.25,0,0.1212,0.044,0.0645,16,Declining,Urban,Fall,2026-06-04,2026-08-03T15:45:00,v2.0,Demo
AD_0155,Gaming,All-Devices,Uttar Pradesh,Image,0.97,0.0,11,670,0.017,0.0,10.67,0.0,0.0,0,0.0129,0.0129,52.0,670,0.0,0.05,0.0613,facebook,All-Devices,0.0,10.67,0.0,Morning,2,12.0,2026-06-05,2026-06-05,0.09,-1.0,0.0,0,0.0,0.085,0.0613,8,New,Semi-Urban,Spring,2026-06-05,2026-08-03T15:45:00,v2.0,Demo
AD_0156,Health,Desktop,Karnataka,Image,1.39,0.0,34,1055,0.0327,0.0,47.26,98.32,2.08,1,0.0358,0.0358,46.0,1055,0.0,0.09,0.0148,other,Desktop,1.88,47.26,98.32,Morning,1,13.7,2026-06-06,2026-06-06,0.12,0.5193,47.26,1,0.0212,0.164,0.0148,93,Declining,Rural,Winter,2026-06-06,2026-08-03T15:45:00,v2.0,Demo
AD_0157,Health,Tablet,Maharashtra,Carousel,0.64,0.0,1,85,0.0192,0.0,0.64,0.0,0.0,0,0.0333,0.0333,23.0,85,0.0,0.13,0.0226,instagram,Tablet,0.0,0.64,0.0,Afternoon,4,14.0,2026-06-07,2026-06-07,0.15,-1.0,0.0,0,0.0,0.096,0.0226,87,New,Urban,Summer,2026-06-07,2026-08-03T15:45:00,v2.0,Demo
AD_0158,Travel,All-Devices,Delhi,Image,1.13,0.0,4,793,0.0054,0.0,4.52,0.0,0.0,0,0.0287,0.0287,50.0,793,0.0,0.16,0.066,other,All-Devices,0.0,4.52,0.0,Morning,5,11.4,2026-06-08,2026-06-08,0.02,-1.0,0.0,0,0.0,0.027,0.066,45,Declining,Urban,Summer,2026-06-08,2026-08-03T15:45:00,v2.0,Demo
AD_0159,Food,Desktop,Tamil Nadu,Image,1.36,0.0,5,402,0.0135,0.0,6.8,0.0,0.0,0,0.0269,0.0269,27.0,402,0.0,0.08,0.0287,google,Desktop,0.0,6.8,0.0,Afternoon,4,17.2,2026-06-09,2026-06-09,0.05,-1.0,0.0,0,0.0,0.068,0.0287,95,New,Urban,Fall,2026-06-09,2026-08-03T15:45:00,v2.0,Demo
AD_0160,Fashion,All-Devices,Karnataka,Video,0.77,41.5,1,122,0.0063,24.1,0.77,79.75,103.57,1,0.0161,0.0161,32.0,122,0.58,0.13,0.0554,google,All-Devices,103.35,0.77,79.75,Afternoon,6,19.2,2026-06-10,2026-06-10,0.42,0.9903,0.77,0,1.2987,0.322,0.0554,40,Growing,Rural,Fall,2026-06-10,2026-08-03T15:45:00,v2.0,Demo
AD_0161,Fashion,All-Devices,Karnataka,Video,0.75,7.4,4,697,0.0061,2.8,3.0,0.0,0.0,0,0.0336,0.0336,52.0,697,0.38,0.16,0.059,google,All-Devices,0.0,3.0,0.0,Morning,3,20.1,2026-06-11,2026-06-11,0.29,-1.0,0.0,0,0.0,0.22,0.059,113,Mature,Semi-Urban,Winter,2026-06-11,2026-08-03T15:45:00,v2.0,Demo
AD_0162,Gaming,Mobile,Maharashtra,Carousel,0.96,0.0,18,1426,0.0133,0.0,17.28,0.0,0.0,0,0.0226,0.0226,41.0,1426,0.0,0.12,0.0355,instagram,Mobile,0.0,17.28,0.0,Night,4,18.3,2026-06-12,2026-06-12,0.07,-1.0,0.0,0,0.0,0.066,0.0355,54,Declining,Semi-Urban,Spring,2026-06-12,2026-08-03T15:45:00,v2.0,Demo
AD_0163,Travel,Mobile,Tamil Nadu,Video,0.95,12.3,15,1143,0.0133,6.6,14.25,56.68,3.98,1,0.0075,0.0075,54.0,1143,0.54,0.05,0.0954,facebook,Mobile,3.6,14.25,56.68,Morning,5,18.9,2026-06-13,2026-06-13,0.35,0.7486,14.25,0,0.0702,0.336,0.0954,119,New,Urban,Fall,2026-06-13,2026-08-03T15:45:00,v2.0,Demo
AD_0164,Electronics,Desktop,Uttar Pradesh,Video,1.24,17.8,13,474,0.0286,10.0,16.12,111.97,6.95,1,0.016,0.016,27.0,474,0.56,0.12,0.0858,instagram,Desktop,7.06,16.12,111.97,Evening,7,14.7,2026-06-14,2026-06-14,0.34,0.856,16.12,1,0.062,0.423,0.0858,14,Growing,Urban,Summer,2026-06-14,2026-08-03T15:45:00,v2.0,Demo
AD_0165,Gaming,Mobile,Karnataka,Image,0.79,0.0,35,1048,0.0342,0.0,27.65,79.27,2.87,1,0.0377,0.0377,44.0,1048,0.0,0.09,0.075,instagram,Mobile,2.9,27.65,79.27,Morning,1,18.6,2026-06-15,2026-06-15,0.22,0.6512,27.65,1,0.0362,0.171,0.075,59,Declining,Urban,Winter,2026-06-15,2026-08-03T15:45:00,v2.0,Demo
AD_0166,Travel,Desktop,Maharashtra,Text,1.49,0.0,12,757,0.0161,0.0,17.88,0.0,0.0,0,0.0348,0.0348,22.0,757,0.0,0.19,0.017,facebook,Desktop,0.0,17.88,0.0,Afternoon,2,11.2,2026-06-16,2026-06-16,0.05,-1.0,0.0,0,0.0,0.08,0.017,117,Declining,Urban,Winter,2026-06-16,2026-08-03T15:45:00,v2.0,Demo
AD_0167,Food,Mobile,Uttar Pradesh,Video,0.23,14.7,10,610,0.0179,3.1,2.3,0.0,0.0,0,0.0394,0.0394,45.0,610,0.21,0.07,0.0196,other,Mobile,0.0,2.3,0.0,Evening,3,12.6,2026-06-17,2026-06-17,0.84,-1.0,0.0,0,0.0,0.194,0.0196,94,Declining,Rural,Spring,2026-06-17,2026-08-03T15:45:00,v2.0,Demo
AD_0168,Food,All-Devices,Tamil Nadu,Text,0.15,0.0,26,877,0.0303,0.0,3.9,0.0,0.0,0,0.027,0.027,50.0,877,0.0,0.15,0.0544,google,All-Devices,0.0,3.9,0.0,Afternoon,5,11.4,2026-06-18,2026-06-18,1.01,-1.0,0.0,0,0.0,0.152,0.0544,53,Mature,Urban,Fall,2026-06-18,2026-08-03T15:45:00,v2.0,Demo
AD_0169,Food,Desktop,Karnataka,Video,1.01,17.7,13,1005,0.013,11.2,13.13,0.0,0.0,0,0.0137,0.0137,43.0,1005,0.63,0.06,0.0245,other,Desktop,0.0,13.13,0.0,Night,6,13.5,2026-06-19,2026-06-19,0.38,-1.0,0.0,0,0.0,0.38,0.0245,103,New,Rural,Fall,2026-06-19,2026-08-03T15:45:00,v2.0,Demo
AD_0170,Food,Desktop,Uttar Pradesh,Video,0.55,9.2,5,566,0.0097,3.1,2.75,0.0,0.0,0,0.0107,0.0107,29.0,566,0.34,0.12,0.098,google,Desktop,0.0,2.75,0.0,Night,6,11.0,2026-06-20,2026-06-20,0.4,-1.0,0.0,0,0.0,0.219,0.098,27,New,Urban,Winter,2026-06-20,2026-08-03T15:45:00,v2.0,Demo
AD_0171,Food,All-Devices,Uttar Pradesh,Carousel,0.47,0.0,14,477,0.0306,0.0,6.58,104.46,15.88,1,0.0115,0.0115,19.0,477,0.0,0.13,0.0243,instagram,All-Devices,17.27,6.58,104.46,Evening,6,20.5,2026-06-21,2026-06-21,0.33,0.937,6.58,1,0.152,0.153,0.0243,47,Declining,Semi-Urban,Summer,2026-06-21,2026-08-03T15:45:00,v2.0,Demo
AD_0172,Travel,Desktop,Uttar Pradesh,Carousel,0.57,0.0,1,209,0.0064,0.0,0.57,82.64,144.98,1,0.0057,0.0057,23.0,209,0.0,0.09,0.0539,google,Desktop,135.25,0.57,82.64,Night,3,11.4,2026-06-22,2026-06-22,0.06,0.9931,0.57,0,1.7544,0.032,0.0539,80,Declining,Semi-Urban,Fall,2026-06-22,2026-08-03T15:45:00,v2.0,Demo
AD_0173,Travel,Desktop,Karnataka,Carousel,0.5,0.0,4,198,0.0236,0.0,2.0,0.0,0.0,0,0.0187,0.0187,44.0,198,0.0,0.12,0.0428,instagram,Desktop,0.0,2.0,0.0,Night,4,8.4,2026-06-23,2026-06-23,0.24,-1.0,0.0,0,0.0,0.118,0.0428,115,Declining,Urban,Summer,2026-06-23,2026-08-03T15:45:00,v2.0,Demo
AD_0174,Health,Mobile,Karnataka,Text,0.19,0.0,18,825,0.0219,0.0,3.42,102.26,29.9,1,0.0117,0.0117,57.0,825,0.0,0.07,0.0675,other,Mobile,28.49,3.42,102.26,Morning,3,14.4,2026-06-24,2026-06-24,0.58,0.9666,3.42,1,0.2924,0.11,0.0675,6,Growing,Urban,Winter,2026-06-24,2026-08-03T15:45:00,v2.0,Demo
AD_0175,Fashion,Desktop,Delhi,Image,1.46,0.0,20,1303,0.0154,0.0,29.2,0.0,0.0,0,0.0194,0.0194,27.0,1303,0.0,0.1,0.0216,instagram,Desktop,0.0,29.2,0.0,Morning,6,7.8,2026-06-25,2026-06-25,0.05,-1.0,0.0,0,0.0,0.077,0.0216,55,Declining,Rural,Fall,2026-06-25,2026-08-03T15:45:00,v2.0,Demo
AD_0176,Food,Tablet,Tamil Nadu,Video,0.45,19.5,1,116,0.0145,6.8,0.45,0.0,0.0,0,0.0377,0.0377,49.0,116,0.35,0.14,0.0487,other,Tablet,0.0,0.45,0.0,Night,7,8.5,2026-06-26,2026-06-26,0.55,-1.0,0.0,0,0.0,0.248,0.0487,97,Mature,Urban,Summer,2026-06-26,2026-08-03T15:45:00,v2.0,Demo
AD_0177,Electronics,All-Devices,Maharashtra,Video,1.14,10.0,29,1063,0.0282,5.1,33.06,61.03,1.85,1,0.0201,0.0201,54.0,1063,0.51,0.1,0.0347,facebook,All-Devices,2.03,33.06,61.03,Night,5,10.1,2026-06-27,2026-06-27,0.35,0.4583,33.06,0,0.0302,0.396,0.0347,44,New,Urban,Winter,2026-06-27,2026-08-03T15:45:00,v2.0,Demo
AD_0178,Travel,Mobile,Uttar Pradesh,Video,1.18,15.1,3,430,0.0076,10.1,3.54,0.0,0.0,0,0.0357,0.0357,40.0,430,0.67,0.18,0.0899,facebook,Mobile,0.0,3.54,0.0,Morning,2,13.5,2026-06-28,2026-06-28,0.32,-1.0,0.0,0,0.0,0.373,0.0899,18,Mature,Urban,Summer,2026-06-28,2026-08-03T15:45:00,v2.0,Demo
AD_0179,Electronics,Mobile,Delhi,Text,1.4,0.0,1,107,0.0121,0.0,1.4,0.0,0.0,0,0.0262,0.0262,46.0,107,0.0,0.14,0.0137,facebook,Mobile,0.0,1.4,0.0,Night,2,13.1,2026-06-29,2026-06-29,0.04,-1.0,0.0,0,0.0,0.06,0.0137,16,Declining,Semi-Urban,Fall,2026-06-29,2026-08-03T15:45:00,v2.0,Demo
AD_0180,Electronics,Tablet,Maharashtra,Carousel,0.19,0.0,35,1332,0.027,0.0,6.65,0.0,0.0,0,0.0136,0.0136,52.0,1332,0.0,0.12,0.0922,instagram,Tablet,0.0,6.65,0.0,Night,3,18.2,2026-06-30,2026-06-30,0.71,-1.0,0.0,0,0.0,0.135,0.0922,12,Growing,Rural,Spring,2026-06-30,2026-08-03T15:45:00,v2.0,Demo
AD_0181,Electronics,All-Devices,Delhi,Image,1.33,0.0,8,391,0.0214,0.0,10.64,40.0,3.76,1,0.0175,0.0175,29.0,391,0.0,0.06,0.085,facebook,All-Devices,3.93,10.64,40.0,Afternoon,6,17.4,2026-07-01,2026-07-01,0.08,0.734,10.64,1,0.094,0.107,0.085,20,Declining,Semi-Urban,Summer,2026-07-01,2026-08-03T15:45:00,v2.0,Demo
AD_0182,Health,All-Devices,Karnataka,Text,0.86,0.0,10,1203,0.0088,0.0,8.6,0.0,0.0,0,0.0079,0.0079,30.0,1203,0.0,0.12,0.0368,google,All-Devices,0.0,8.6,0.0,Night,1,13.0,2026-07-02,2026-07-02,0.05,-1.0,0.0,0,0.0,0.044,0.0368,45,Declining,Rural,Spring,2026-07-02,2026-08-03T15:45:00,v2.0,Demo
AD_0183,Travel,Mobile,Uttar Pradesh,Carousel,1.0,0.0,24,776,0.0315,0.0,24.0,108.76,4.53,1,0.0167,0.0167,18.0,776,0.0,0.16,0.081,other,Mobile,4.31,24.0,108.76,Evening,7,11.7,2026-07-03,2026-07-03,0.16,0.7793,24.0,1,0.0417,0.158,0.081,64,Declining,Semi-Urban,Fall,2026-07-03,2026-08-03T15:45:00,v2.0,Demo
AD_0184,Electronics,Desktop,Maharashtra,Text,1.02,0.0,20,1245,0.0168,0.0,20.4,0.0,0.0,0,0.0287,0.0287,58.0,1245,0.0,0.09,0.0128,other,Desktop,0.0,20.4,0.0,Afternoon,3,11.4,2026-07-04,2026-07-04,0.08,-1.0,0.0,0,0.0,0.084,0.0128,104,Declining,Urban,Spring,2026-07-04,2026-08-03T15:45:00,v2.0,Demo
AD_0185,Food,Mobile,Maharashtra,Image,1.26,0.0,24,819,0.0298,0.0,30.24,42.7,1.41,1,0.0075,0.0075,57.0,819,0.0,0.17,0.097,google,Mobile,1.33,30.24,42.7,Evening,6,17.8,2026-07-05,2026-07-05,0.12,0.2918,30.24,0,0.0331,0.149,0.097,59,Declining,Semi-Urban,Winter,2026-07-05,2026-08-03T15:45:00,v2.0,Demo
AD_0186,Gaming,All-Devices,Maharashtra,Carousel,0.6,0.0,18,663,0.0286,0.0,10.8,0.0,0.0,0,0.0122,0.0122,50.0,663,0.0,0.09,0.0574,instagram,All-Devices,0.0,10.8,0.0,Night,4,7.7,2026-07-06,2026-07-06,0.24,-1.0,0.0,0,0.0,0.143,0.0574,93,New,Semi-Urban,Spring,2026-07-06,2026-08-03T15:45:00,v2.0,Demo
AD_0187,Electronics,Tablet,Maharashtra,Text,1.14,0.0,30,1282,0.0237,0.0,34.2,0.0,0.0,0,0.0184,0.0184,21.0,1282,0.0,0.17,0.0373,instagram,Tablet,0.0,34.2,0.0,Morning,2,7.2,2026-07-07,2026-07-07,0.1,-1.0,0.0,0,0.0,0.118,0.0373,94,Mature,Rural,Summer,2026-07-07,2026-08-03T15:45:00,v2.0,Demo
AD_0188,Health,Mobile,Maharashtra,Image,0.86,0.0,7,403,0.0198,0.0,6.02,0.0,0.0,0,0.0394,0.0394,37.0,403,0.0,0.06,0.0426,other,Mobile,0.0,6.02,0.0,Afternoon,2,18.1,2026-07-08,2026-07-08,0.12,-1.0,0.0,0,0.0,0.099,0.0426,90,Growing,Rural,Summer,2026-07-08,2026-08-03T15:45:00,v2.0,Demo
AD_0189,Travel,All-Devices,Delhi,Video,1.22,15.2,5,165,0.0344,11.1,6.1,89.07,14.6,1,0.0325,0.0325,22.0,165,0.73,0.18,0.016,facebook,All-Devices,13.81,6.1,89.07,Morning,7,13.7,2026-07-09,2026-07-09,0.44,0.9315,6.1,1,0.1639,0.537,0.016,22,Declining,Semi-Urban,Spring,2026-07-09,2026-08-03T15:45:00,v2.0,Demo
AD_0190,Health,Mobile,Uttar Pradesh,Image,1.49,0.0,12,1337,0.0093,0.0,17.88,78.16,4.37,1,0.0307,0.0307,19.0,1337,0.0,0.12,0.099,instagram,Mobile,4.38,17.88,78.16,Afternoon,2,8.8,2026-07-10,2026-07-10,0.03,0.7712,17.88,0,0.0559,0.046,0.099,97,Growing,Rural,Winter,2026-07-10,2026-08-03T15:45:00,v2.0,Demo
AD_0191,Electronics,Desktop,Karnataka,Video,0.42,11.6,19,711,0.0268,8.1,7.98,37.38,4.68,1,0.0091,0.0091,44.0,711,0.7,0.09,0.0135,instagram,Desktop,4.45,7.98,37.38,Morning,1,10.3,2026-07-11,2026-07-11,1.15,0.7865,7.98,1,0.1253,0.484,0.0135,117,New,Rural,Fall,2026-07-11,2026-08-03T15:45:00,v2.0,Demo
AD_0192,Travel,Mobile,Karnataka,Text,1.49,0.0,5,502,0.0107,0.0,7.45,33.14,4.45,1,0.0323,0.0323,58.0,502,0.0,0.09,0.0689,google,Mobile,4.84,7.45,33.14,Afternoon,6,20.1,2026-07-12,2026-07-12,0.04,0.7752,7.45,0,0.1342,0.054,0.0689,103,Mature,Rural,Spring,2026-07-12,2026-08-03T15:45:00,v2.0,Demo
AD_0193,Gaming,Mobile,Karnataka,Carousel,0.27,0.0,5,336,0.0151,0.0,1.35,119.08,88.21,1,0.0325,0.0325,56.0,336,0.0,0.11,0.0498,google,Mobile,95.37,1.35,119.08,Afternoon,6,19.0,2026-07-13,2026-07-13,0.28,0.9887,1.35,0,0.7407,0.076,0.0498,47,Declining,Rural,Summer,2026-07-13,2026-08-03T15:45:00,v2.0,Demo
AD_0194,Electronics,All-Devices,Karnataka,Carousel,0.15,0.0,19,1376,0.0143,0.0,2.85,0.0,0.0,0,0.026,0.026,47.0,1376,0.0,0.2,0.0954,facebook,All-Devices,0.0,2.85,0.0,Evening,7,16.9,2026-07-14,2026-07-14,0.48,-1.0,0.0,0,0.0,0.072,0.0954,29,New,Rural,Summer,2026-07-14,2026-08-03T15:45:00,v2.0,Demo
